no,name,line,gugun,dong,address,lat,lng
112,회현(남대문시장),4,중구,남창동,서울특별시 중구 남창동 64-1 회현역 4호선,37.5582441,126.9757315
113,서울역,4,용산구,동자동,서울특별시 중구 용산구 동자동 14-151 서울역(4호선),37.552918,126.972593
114,숙대입구(갈월),4,용산구,갈월동,서울특별시 용산구 갈월동 16-7 숙대입구역,37.54554,126.97169
115,삼각지,4,용산구,한강로1가,서울특별시 용산구 한강로1가 228-1 삼각지역(4호선),37.5350315,126.9734515
116,신용산,4,용산구,한강로2가,서울특별시 용산구 한강로2가 181 4호선 신용산역,37.528906,126.967618
117,이촌(국립중앙박물관),4,용산구,용산동5가,서울특별시 용산구 용산동5가 17-112 4호선 이촌역,37.5222735,126.9747217
118,동작(현충원),4,동작구,동작동,서울특별시 동작구 동작동 327-1 4호선 동작역,37.528906,126.980438
119,총신대입구(이수),4,동작구,사당동,서울특별시 동작구 사당동 736-1 총신대역4호선,37.4874887,126.9822238
120,사당,4,동작구,사당동,서울특별시 동작구 사당동 588-4 사당역(4호선),37.4765394,126.9816401
121,남태령,4,서초구,방배동,서울특별시 서초구 방배동 2909 남태령역,37.4642975,126.9892769
122,방화,5,강서구,방화동,서울특별시 강서구 방화동 829-15 방화역,37.5772156,126.8126263
123,개화산,5,강서구,방화동,서울특별시 강서구 방화동 846 개화산역,37.5730865,126.8062639
124,김포공항,5,강서구,방화동,서울특별시 강서구 방화동 886 김포공항역,37.5636111,126.8038889
125,송정,5,강서구,공항동,서울특별시 강서구 공항동 29-5 송정역,37.561401,126.810935
126,마곡,5,강서구,가양동,서울특별시 강서구 가양동 530-6 마곡역,37.560092,126.824872
127,발산,5,강서구,가양동,서울특별시 강서구 가양동 967-3 발산역,37.558683,126.837595
128,우장산,5,강서구,화곡동,서울특별시 강서구 화곡동 1089-3 우장산역,37.548783,126.836334
129,화곡,5,강서구,화곡동,서울특별시 강서구 화곡동 1089-54 화곡역,37.5410793,126.8408434
130,까치산,5,강서구,화곡동,서울특별시 강서구 화곡동 662-5 까치산역(5호선),37.5325506,126.8463214
131,신정(은행정),5,양천구,신정동,서울특별시 양천구 신정동 1090 신정역,37.524987,126.856181
132,목동,5,양천구,목동,서울특별시 양천구 목동 926-3 목동역,37.52654,126.86448
133,오목교(목동운동장앞),5,양천구,목동,서울특별시 양천구 목동 406-30 오목교역,37.5246,126.8743362
134,양평,5,영등포구,양평동2가,서울특별시 영등포구 양평동2가 33-79 양평역 ,37.52535,126.88608
